"100. Esophagoscopy, gastroscopy, duodenoscopy with polypectomy/ removal of foreign body/ diathermy of bleeding lesions"
101. Lithotripsy/ Nephrolithotomy for renal calculus
102. Excision of renal cyst
103. Drainage of Pyonephrosis/ Perinephric Abscess
104. Appendicectomy with/ without Drainage
Operations on the female sexual organs
105. Incision of the ovary
106. Insufflation of the Fallopian tubes
107. Other operations on the Fallopian tube
108. Dilatation of the cervical canal
109. Conisation of the uterine cervix
110. Therapeutic curettage with Colposcopy/ Biopsy/ Diathermy/ Cryosurgery
111. Laser therapy of cervix for various lesions of Uterus
Other operations of the Uterine cervix
112. Other operations of the Uterine cervix
113. Incision of the uterus (hysterectomy)
114. Local incision and destruction of diseased tissue of the vagina and the pouch of Douglas
115. Incision of the vagina
116. Incision of vulva
117. Culdotomy
118. Operations on Bartholin’s glands (cyst)
119. Salpingo-Oophorectomy via Laparoscopy
120. Hysteroscopic removal of myoma
121. D&C
122. Hysteroscopic resection of septum
123. Thermal cauterisation of cervix
124. Mirena insertion
125. Hysteroscopic adhesiolysis
126. LEEP (loop electrosurgical excision procedure)
127. Cryocauterisation of cervix
128. Polypectomy endometrium
129. Hysteroscopic resection of fibroid
130. LLETZ (large loop excision of transformation zone)
131. Conization
132. Polypectomy cervix
133. Hysteroscopic resection of endometrial polyp
134. Vulval wart excision
135. Laparoscopic paraovarian CYST excision
136. Uterine artery embolization
137. Laparoscopic cystectomy
138. Hymenectomy (imperforate hymen)
139. Endometrial ablation
140. Vaginal wall cyst excision
141. Vulval cyst excision
142. Laparoscopic paratubal CYST excision
143. Repair of vagina (vaginal atresia)
"144. Hysteroscopy, removal of myoma"
145. Ureterocoele repair – congenital internal
146. TURBT
147. Vaginal mesh for POP
148. Laparoscopic myomectomy
149. Surgery for SUI
150. Repair recto- vagina fistula
151. Pelvic floor repair (excluding fistula repair)
152. URS + II
153. Laparoscopic oophorectomy
154. Normal vaginal delivery & variants
Operations on the prostate & seminal vesicles
155. Incision of the prostate
156. Transurethral excision and destruction of prostate tissue
157. Transurethral and percutaneous destruction of prostate tissue
158. Open surgical excision and destruction of prostate tissue
159. Radical prostatovesiculectomy
160. Other excision and destruction of prostate tissue
161. Operations on the seminal vesicles
162. Incision and excision of periprostatic tissue
163. Other operations on the prostate
Operations on the scrotum & tunica vaginalis testis
164. Incision of the scrotum and tunica vaginalis testis
165. Operation on a testicular hydrocele
166. Excision and destruction of diseased scrotal tissue
167. Other operations on the scrotum and tunica vaginalis testis
Operations on the testes
168. Incision of the testes
169. Excision and destruction of diseased tissue of the testes
170. Unilateral orchidectomy
171. Bilateral orchidectomy
172. Orchiddopexy
173. Abdominal exploration in cryptorchidism
174. Surgical repositioning of an abdominal testis
175. Reconstruction of the testis
"176. Implantation, exchange and removal of a testicular prosthesis"
177. Other operations on the testis
"Operations on the spermatic cord, epididymis and ductus deferens"
178. Surgical treatment of a varicocele and a hydrocele of the spermatic cord
179. Excision in the area of the epididymis
180. Epididymectomy
Operations on the penis
181. Operations on the foreskin
182. Local excision and destruction of diseased tissue of the penis
183. Amputation of the penis
184. Other operations on the penis
Operations on the urinary system
185. Cystoscopical removal of stones
186. Catheterisation of bladder
Other Operations
187. Lithotripsy
188. Coronary angiography
189. Biopsy of Temporal Artery for Various lesions
190. External Arterio-venous shunt
191. Haemodialysis
192. Radiotherapy for Cancer
193. Cancer Chemotherapy
194. Endoscopic polypectomy
Operation of bone and joints
195. Surgery for ligament tear
196. Surgery for meniscus tear
197. Surgery for haemarthrosis/ pyoarthrosis
198. Removal of fracture pins/ nails
199. Removal of metal wire
"200. Closed reduction on fracture, luxation"
201. Reduction of dislocation under GA
202. Epiphysiolysis with osteosynthesis
203. Excision of Bursitis
204. Tennis elbow release
205. Excision of various lesions in Coccyx
206. Arthroscopic knee aspiration
207. Surgery for meniscus tear
208. Arthroscopic repair of ACL tear KNEE
209. Closed reduction of minor fractures
210. Arthroscopic repair of PCL tear KNEE
211. Tendon shortening
212. Arthroscopic meniscectomy – KNEE
213. Treatment of clavicle dislocation
214. Haemarthrosis KNEE- lavage
215. Abscess KNEE joint drainage
216. Carpal tunnel release
217. Closed reduction of minor dislocation
218. Repair of KNEE cap tendon
219. ORIF with K wire fixation- small bones
220. Release of midfoot joint
221. ORIF with plating- small long bones
222. Implant removal minor
223. K wire removal
224. POP application
225. Closed reduction and external fixation
226. Arthrotomy hip joint
227. Syme’s amputation
228. Arthroplasty
229. Partial removal of RIB
230. Treatment of sesamoid bone fracture
231. Shoulder arthroscopy / surgery
232. Elbow arthroscopy
233. Amputation of metacarpal bone
234. Release of thumb contracture
235. Incision of foot fascia
236. Calcaneum SPUR hydrocort injection
237. Ganglion wrist hyalase injection
238. Partial removal of metatarsal
239. Repair / graft of foot tendon
240. Revision/removal of knee cap
241. Amputation follow-up surgery
242. Exploration of ankle joint
243. Remove/graft leg bone lesion
244. Repair/graft achilles tendon
245. Remove of tissue expander
Additional orthopaedic procedures
246. Biopsy elbow joint lining
247. Removal of wrist prosthesis
248. Biopsy finger joint lining
249. Tendon lengthening
250. Treatment of shoulder dislocation
251. Lengthening of hand tendon
252. Removal of elbow bursa
253. Fixation of knee joint
254. Treatment of foot dislocation
255. Surgery of bunion
256. Intra articular steroid injection
257. Tendon transfer procedure
258. Removal of knee cap bursa
259. Treatment of fracture of ULNA
260. Treatment of scapula fracture
261. Removal of tumor of arm/ elbow under RA/GA
262. Repair of ruptured tendon
263. Decompress forearm space
264. Revision of neck muscle (torticollis release)
265. Lengthening of thigh tendons
266. Treatment fracture of radius & ulna
267. Repair of knee joint
Critical Care Related
268. Insert Non- Tunnel CV cath
269. Insert PICC cath (Peripherally Inserted Central Catheter)
"270. Insertion Catheter, Intra Anterior"
271. Replace PICC cath (Peripherally Inserted Central Catheter)
272. Insertion of Portacath
Dental Related
273. Splinting of avulsed teeth
274. Suturing lacerated lip
275. Suturing oral mucosa
276. Oral biopsy in case of abnormal tissue presentation
277. FNAC
278. Smear from oral cavity
ENT Related
280. Myringotomy with grommet insertion
281. Keratosis removal under GA
282. Adenoidectomy
283. Labyrinthectomy for severe vertigo
284. Stapedectomy under GA
285. Stapedectomy under LA
286. Tympanoplasty (type - IV)
287. Endolymphatic sac surgery for meniere’s disease
288. Turbinectomy
289. Endoscopic stapedectomy
290. Incision and drainage of perichondritis
291. Septoplasty
292. Vestibular nerve section
293. Thyroplasty type - I
294. Pseudocyst of the pinna – excision
295. Incision and drainage - haematoma auricle
296. Tympanoplasty (type - II)
297. Reduction of fracture of nasal bone
298. Thyroplasty type - II
299. Tracheostomy
300. Excision of angioma septum
301. Turbinoplasty
302. Incision & drainage of retro pharyngeal abscess
303. UVULO palato pharyngo plasty
304. Adenoidectomy with grommet insertion
305. Adenoidectomy without grommet insertion
306. Vocal cord lateralisation procedure
307. Incision & drainage of para pharyngeal abscess
308. Tracheoplasty
Gastroenterology Related
309. Pancreatic pseudocyst EUS & drainage
310. RF ablation for barrett’s oesophagus
311. ERCP and papillotomy
312. Esophagoscope and sclerosant injection
313. EUS + submucosal resection
314. Construction of gastrostomy tube
315. EUS + aspiration pancreatic CYST
316. Small bowel endoscopy (therapeutic)
"317. Colonoscopy, lesion removal"
318. ERCP
319. Percutaneous endoscopic gastrostomy
320. EUS and pancreatic pseudo CYST drainage
321. ERCP and choledochoscopy
322. Proctosigmoidoscopy volvulus detorsion
323. ERCP and sphincterotomy
324. Esophageal stent placement
325. ERCP + placement of biliary stents
326. Sigmoidoscopy W/ stent
327. EUS + coeliac node biopsy
"328. UGI scopy and injection of adrenaline, sclerosants bleeding ulcers"
General Surgery Related
329. Fissure in ANO sphincterotomy
330. Incision of the breast abscess
331. Surgical treatment of haemorrhoids
332. Infected keloid excision
333. Axillary lymphadenectomy
334. Wound debridement and cover
335. Abscess-decompression
336. Cervical lymphadenectomy
337. Infected sebaceous CYST
338. Inguinal lymphadenectomy
339. Incision and drainage of abscess
340. Suturing of lacerations
341. SCALP suturing
342. Infected lipoma excision
343. Maximal anal dilatation
344. Piles (A) injection sclerotherapy (B) piles banding
345. Liver abscess- catheter drainage
346. Fissure in ANO- fissurectomy
347. Fibroadenoma breast excision
348. Oesophageal varices sclerotherapy
349. ERCP - pancreatic duct stone removal
350. Perianal abscess I&D
351. Perianal hematoma evacuation
352. Ugi scopy and polypectomy oesophagus
353. Breast abscess I & D
354. Feeding gastrostomy
355. Oesophagoscopy and biopsy of growth oesophagus
356. ERCP - bile duct stone removal
357. Ileostomy closure
358. Colonoscopy
359. Polypectomy colon
360. Splenic abscesses laparoscopic drainage
361. UGI scopy and polypectomy stomach
362. Rigid oesophagoscopy for FB removal
363. Feeding jejunostomy
364. Colostomy
365. Ileostomy
366. Colostomy closure
367. Submandibular salivary duct stone removal
368. Pneumatic reduction of intussusception
369. Varicose veins legs – injection sclerotherapy
370. Tips procedure for portal hypertension
371. Rigid oesophagoscopy for plummer vinson syndrome
372. Pancreatic pseudocysts endoscopic drainage
373. Zadek’s nail bed excision
374. Subcutaneous mastectomy
375. Excision of ranula under GA
376. Rigid oesophagoscopy for dilation of benign strictures
377. Eversion of SAC unilateral/ bilateral
378. Lord’s plication
379. Jaboulay’s procedure
380. Scrotoplasty
381. Circumcision for trauma
382. Meatoplasty
383. Intersphincteric abscess incision and drainage
384. PSOAS abscess incision and drainage
385. Thyroid abscess incision and drainage
Additional General Surgery procedures
386. Tips procedure for portal hypertension
387. Esophageal growth stent
388. Pair procedure of hydatid CYST liver
389. Tru cut liver biopsy
390. Photodynamic therapy or esophageal tumour and lung tumour
391. Excision of cervical RIB
392. Laparoscopic reduction of intussusception
393. Microdochectomy breast
394. Surgery for fracture penis
395. Sentinel node biopsy
396. Parastomal hernia
397. Revision colostomy
398. Prolapsed colostomy - correction
399. Testicular biopsy
400. Laparoscopic cardiomyotomy (hellers)
401. Sentinel node biopsy malignant melanoma
402. Laparoscopic pyloromyotomy (ramstedt)
403. Excision of fistula-in-ANO
404. Excision juvenile polyps rectum
405. Vaginoplasty
406. Dilatation of accidental caustic stricture oesophageal
407. Presacral teratomas excision
408. Removal of vesical stone
409. Excision sigmoid polyp
410. Sternomastoid tenotomy
411. Infantile hypertrophic pyloric stenosis pyloromyotomy
412. Excision of soft tissue rhabdomyosarcoma
413. Mediastinal lymph node biopsy
414. High orchidectomy for testis tumours
415. Excision of cervical teratoma
416. Rectal-myomectomy
417. Rectal prolapse (delorme’s procedure)
418. Detorsion of torsion testis
419. EUA + biopsy multiple fistula in ANO
420. Cystic hygroma – injection treatment
Neurology Related
421. Facial nerve physiotherapy
422. Nerve biopsy
423. Muscle biopsy
424. Epidural steroid injection
425. Glycerol rhizotomy
426. Spinal cord stimulation
427. Motor cortex stimulation
428. Stereotactic radiosurgery
429. Percutaneous cordotomy
430. Intrathecal baclofen therapy
431. Entrapment neuropathy release
432. Diagnostic cerebral angiography
433. VP shunt
434. Ventriculoatrial shunt
Oncology Related
435. IV push chemotherapy
436. HBI-hemibody radiotherapy
437. Infusional targeted therapy
438. SRT-stereotactic arc therapy
439. SC administration of growth factors
440. Continuous infusional chemotherapy
441. Infusional chemotherapy
442. CCRT - concurrent chemo + RT
443. 2D radiotherapy
444. 3D conformal radiotherapy
445. IGRT - image guided radiotherapy
446. IMRT - step & shoot
447. Infusional bisphosphonates
448. IMRT - DMLC
449. Rotational ARC therapy
450. Tele gamma therapy
451. FSRT-fractionated SRT
452. VMAT-volumetric modulated arc therapy
453. SBRT-stereotactic body radiotherapy
454. Helical tomotherapy
455. SRS-stereotactic radiosurgery
456. X-knife SRS
457. Gammaknife SRS
458. TBI- total body radiotherapy
459. Intraluminal brachytherapy
460. Electron therapy
461. TSET-total electron skin therapy
462. Extracorporeal irradiation of blood products
463. Telecobalt therapy
464. Intercelsium therapy
465. External mould brachytherapy
466. Interstitial brachytherapy
467. Intracavity brachytherapy
468. 3D brachytherapy
469. Implant brachytherapy
470. Intravesical brachytherapy
471. Adjuvant radiotherapy
472. Afterloading catheter brachytherapy
473. Conditioning radiotherapy for BMT
474. Extracorporeal irradiation to the homologous bone grafts
475. Radical chemotherapy
476. Neoadjuvant radiotherapy
477. LDR brachytherapy
478. Palliative radiotherapy
479. Radical radiotherapy
480. Palliative chemotherapy
481. Template brachytherapy
482. Neoadjuvant chemotherapy
483. Adjuvant chemotherapy
484. Induction chemotherapy
485. Consolidation chemotherapy
486. Maintenance chemotherapy
487. HDR brachytherapy
Operations on the tongue
488. Small reconstruction of the tongue
Ophthalmology Related
489. Biopsy of tear gland
490. Treatment of retinal lesion
Plastic surgery Related: mouth & face
491. Construction skin pedicle flap
492. Gluteal pressure ulcer-excision
"493. Muscle-skin graft, leg"
494. Removal of bone for graft
495. Muscle-skin graft duct fistula
496. Removal cartilage graft
497. Myocutaneous flap
498. Fibro myocutaneous flap
499. Breast reconstruction surgery after mastectomy
500. Sling operation for facial palsy
501. Split skin grafting under RA
502. Wolfe skin graft
503. Plastic surgery to the floor of the mouth under GA
Thoracic surgery Related
504. Thoracoscopy and lung biopsy
505. Excision of cervical sympathetic chain thoracoscopic
506. Laser ablation of barrett’s oesophagus
507. Pleurodesis
508. Thoracoscopy and pleural biopsy
509. EBUS + biopsy
510. Thoracoscopy ligation thoracic duct
511. Thoracoscopy assisted empyaema drainage
Urology Related
512. Biopsy of temporal artery for various lesions
513. AV fistula – wrist
514. URSL with stenting
515. URSL with lithotripsy
516. Cystoscopic litholapaxy
517. ESWL
518. Bladder neck incision
519. Cystoscopy & biopsy
520. AV fistula - wrist
521. Cystoscopy and removal of polyp
522. Suprapubic cystostomy
523. Percutaneous nephrostomy
Urology Related (continued)
524. Cystoscopy and “sling” procedure
525. Tuna- prostate
526. Excision of urethral diverticulum
527. Removal of urethral stone
528. Excision of urethral prolapse
529. Mega-ureter reconstruction
530. Kidney renoscopy and biopsy
531. Ureter endoscopy and treatment
532. Vesico ureteric reflux correction
533. Surgery for pelvi ureteric junction obstruction
534. Anderson hynes operation (open pyeloplasty)
535. Kidney endoscopy and biopsy
536. Paraphimosis surgery
537. Injury prepuce - circumcision
538. Frenular tear repair
539. Meatotomy for meatal stenosis
540. Surgery for fournier’s gangrene scrotum
541. Surgery filarial scrotum
542. Surgery for watering CAN perineum
543. Repair of penile torsion
544. Drainage of prostate abscess
545. Orchiectomy
546. Cystoscopy and removal of FB
